counter,VIPmin,VIPmax,VIPavg,VIPamount,VIPnumListings,daysSinceOnSale,hoursSinceOnSale,daysTillFest,hoursTillFest,totalAverage,totalListings
1,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,150.9259663425926,3622,44.03236699074074,1057,SOLD OUT,SOLD OUT
1,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,150.93096225694444,3622,44.02737107638889,1057,SOLD OUT,SOLD OUT
2,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,150.93114646990742,3622,44.027186863425925,1057,SOLD OUT,SOLD OUT
3,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,150.93307283564815,3622,44.02526049768519,1057,SOLD OUT,SOLD OUT
4,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,150.93455157407408,3622,44.02378175925926,1057,SOLD OUT,SOLD OUT
5,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,150.9345933101852,3622,44.02374002314815,1057,SOLD OUT,SOLD OUT
6,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,150.93464010416668,3622,44.02369322916667,1057,SOLD OUT,SOLD OUT
7,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,150.93468810185186,3622,44.02364523148148,1057,SOLD OUT,SOLD OUT
8,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,150.93472700231482,3622,44.02360633101852,1057,SOLD OUT,SOLD OUT
9,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,150.9351922222222,3622,44.02314111111111,1057,SOLD OUT,SOLD OUT
10,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,150.93565572916665,3622,44.02267760416667,1057,SOLD OUT,SOLD OUT
11,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,150.93612173611112,3622,44.022211597222224,1057,SOLD OUT,SOLD OUT
12,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,150.9365812037037,3622,44.02175212962963,1057,SOLD OUT,SOLD OUT
13,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.4867075,3636,43.471625833333334,1043,SOLD OUT,SOLD OUT
14,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.48793289351852,3636,43.47040043981482,1043,SOLD OUT,SOLD OUT
15,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.48797336805555,3636,43.47035996527778,1043,SOLD OUT,SOLD OUT
16,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.4880249652778,3636,43.470308368055555,1043,SOLD OUT,SOLD OUT
16,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.4880435763889,3636,43.470289756944446,1043,SOLD OUT,SOLD OUT
17,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.48808680555555,3636,43.470246527777775,1043,SOLD OUT,SOLD OUT
17,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.48812798611112,3636,43.47020534722222,1043,SOLD OUT,SOLD OUT
19,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.48848761574075,3636,43.46984571759259,1043,SOLD OUT,SOLD OUT
20,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.48978546296297,3636,43.46854787037037,1043,SOLD OUT,SOLD OUT
21,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.49247837962963,3636,43.465854953703705,1043,SOLD OUT,SOLD OUT
22,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.49265224537038,3636,43.46568108796296,1043,SOLD OUT,SOLD OUT
23,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.49347407407407,3636,43.464859259259256,1043,SOLD OUT,SOLD OUT
24,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.49454333333333,3636,43.46379,1043,SOLD OUT,SOLD OUT
25,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.49870903935187,3636,43.459624293981484,1043,SOLD OUT,SOLD OUT
26,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.50287527777778,3636,43.45545805555555,1043,SOLD OUT,SOLD OUT
27,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.69520409722222,3641,43.26312923611111,1038,SOLD OUT,SOLD OUT
28,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.69736443287036,3641,43.26096890046296,1038,SOLD OUT,SOLD OUT
29,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.70153252314816,3641,43.25680081018518,1038,SOLD OUT,SOLD OUT
30,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.70576591435184,3641,43.25256741898148,1038,SOLD OUT,SOLD OUT
31,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.70992686342592,3641,43.24840646990741,1038,SOLD OUT,SOLD OUT
32,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,151.7140312037037,3641,43.24430212962963,1038,SOLD OUT,SOLD OUT
34,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,152.78485221064815,3667,42.17348112268518,1012,SOLD OUT,SOLD OUT
35,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,152.9547469675926,3671,42.00358636574074,1008,SOLD OUT,SOLD OUT
36,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,152.9589216087963,3671,41.99941172453704,1008,SOLD OUT,SOLD OUT
37,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,152.96688766203704,3671,41.9914456712963,1008,SOLD OUT,SOLD OUT
38,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,153.0085643287037,3672,41.94976900462963,1007,SOLD OUT,SOLD OUT
39,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,153.05022177083333,3673,41.9081115625,1006,SOLD OUT,SOLD OUT
40,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,153.09188261574073,3674,41.86645071759259,1005,SOLD OUT,SOLD OUT
41,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,153.1335577199074,3675,41.82477561342593,1004,SOLD OUT,SOLD OUT
42,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,153.17521604166666,3676,41.78311729166667,1003,SOLD OUT,SOLD OUT
43,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,153.2168912962963,3677,41.74144203703704,1002,SOLD OUT,SOLD OUT
44,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,153.2585740972222,3678,41.69975923611111,1001,SOLD OUT,SOLD OUT
45,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,153.3002202662037,3679,41.65811306712963,1000,SOLD OUT,SOLD OUT
46,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,153.46431796296295,3683,41.49401537037037,996,SOLD OUT,SOLD OUT
47,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,153.50600189814816,3684,41.45233143518519,995,SOLD OUT,SOLD OUT
49,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,153.66142333333335,3688,41.29691,991,SOLD OUT,SOLD OUT
50,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,153.6649312037037,3688,41.29340212962963,991,SOLD OUT,SOLD OUT
51,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,153.70659282407408,3689,41.25174050925926,990,SOLD OUT,SOLD OUT
52,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,153.74826168981483,3690,41.21007164351852,989,SOLD OUT,SOLD OUT
53,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,153.7899225462963,3691,41.16841078703704,988,SOLD OUT,SOLD OUT
54,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,153.83159219907407,3692,41.12674113425926,987,SOLD OUT,SOLD OUT
55,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,153.8732626388889,3693,41.08507069444445,986,SOLD OUT,SOLD OUT
56,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,153.91493310185186,3694,41.043400231481485,985,SOLD OUT,SOLD OUT
57,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,153.9565967013889,3695,41.001736631944446,984,SOLD OUT,SOLD OUT
58,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,153.99833212962963,3696,40.960001203703705,983,SOLD OUT,SOLD OUT
60,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.0815937152778,3698,40.87673961805555,981,SOLD OUT,SOLD OUT
61,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.08183813657408,3698,40.87649519675926,981,SOLD OUT,SOLD OUT
62,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.12326806712963,3699,40.835065266203706,980,SOLD OUT,SOLD OUT
63,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.16496085648149,3700,40.79337247685185,979,SOLD OUT,SOLD OUT
64,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.20660641203705,3701,40.751726921296296,978,SOLD OUT,SOLD OUT
65,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.24826322916667,3702,40.71007010416667,977,SOLD OUT,SOLD OUT
66,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.2899620138889,3703,40.66837131944445,976,SOLD OUT,SOLD OUT
67,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.33160429398148,3704,40.62672903935185,975,SOLD OUT,SOLD OUT
68,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.37327003472222,3705,40.58506329861111,974,SOLD OUT,SOLD OUT
69,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.41493765046297,3706,40.54339568287037,973,SOLD OUT,SOLD OUT
70,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.45660337962963,3707,40.5017299537037,972,SOLD OUT,SOLD OUT
71,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.49827054398148,3708,40.46006278935185,971,SOLD OUT,SOLD OUT
72,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.53993369212964,3709,40.418399641203706,970,SOLD OUT,SOLD OUT
73,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.58159363425926,3710,40.37673969907407,969,SOLD OUT,SOLD OUT
74,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.62327347222222,3711,40.33505986111111,968,SOLD OUT,SOLD OUT
75,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.6649582986111,3712,40.293375034722224,967,SOLD OUT,SOLD OUT
76,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.7066007523148,3713,40.251732581018516,966,SOLD OUT,SOLD OUT
77,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.74826894675925,3714,40.210064386574075,965,SOLD OUT,SOLD OUT
78,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.78993672453703,3715,40.16839660879629,964,SOLD OUT,SOLD OUT
79,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.83160344907407,3716,40.12672988425926,963,SOLD OUT,SOLD OUT
80,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.8732655787037,3717,40.08506775462963,962,SOLD OUT,SOLD OUT
81,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.91493497685184,3718,40.04339835648148,961,SOLD OUT,SOLD OUT
82,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.9566015162037,3719,40.00173181712963,960,SOLD OUT,SOLD OUT
83,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,154.99826490740742,3720,39.960068425925925,959,SOLD OUT,SOLD OUT
84,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,155.03994275462964,3721,39.9183905787037,958,SOLD OUT,SOLD OUT
85,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,155.08160491898147,3722,39.87672841435185,957,SOLD OUT,SOLD OUT
86,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,155.12327288194444,3723,39.83506045138889,956,SOLD OUT,SOLD OUT
87,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,155.16493672453703,3724,39.79339660879629,955,SOLD OUT,SOLD OUT
88,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,155.2065968287037,3725,39.751736504629626,954,SOLD OUT,SOLD OUT
89,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,155.2482701851852,3726,39.71006314814815,953,SOLD OUT,SOLD OUT
90,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,155.28993715277778,3727,39.668396180555554,952,SOLD OUT,SOLD OUT
91,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,155.3316088310185,3728,39.626724502314815,951,SOLD OUT,SOLD OUT
92,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,155.37326474537036,3729,39.585068587962965,950,SOLD OUT,SOLD OUT
93,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,155.41493582175926,3730,39.54339751157407,949,SOLD OUT,SOLD OUT
94,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,155.45660319444445,3731,39.50173013888889,948,SOLD OUT,SOLD OUT
95,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,155.49827175925927,3732,39.460061574074075,947,SOLD OUT,SOLD OUT
96,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,155.53994138888888,3733,39.418391944444444,946,SOLD OUT,SOLD OUT
97,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,155.58163712962963,3734,39.3766962037037,945,SOLD OUT,SOLD OUT
98,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,155.62327053240742,3735,39.335062800925925,944,SOLD OUT,SOLD OUT
99,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.36783363425926,3753,38.59049969907407,926,SOLD OUT,SOLD OUT
100,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.4094972337963,3754,38.548836099537034,925,SOLD OUT,SOLD OUT
101,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.45117517361112,3755,38.50715815972222,924,SOLD OUT,SOLD OUT
102,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.49285172453705,3756,38.465481608796296,923,SOLD OUT,SOLD OUT
103,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.53449364583332,3757,38.4238396875,922,SOLD OUT,SOLD OUT
104,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.5761815162037,3758,38.38215181712963,921,SOLD OUT,SOLD OUT
105,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.61782506944445,3759,38.340508263888886,920,SOLD OUT,SOLD OUT
106,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.65405809027777,3760,38.30427524305556,919,SOLD OUT,SOLD OUT
107,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.69308018518518,3761,38.26525314814815,918,SOLD OUT,SOLD OUT
108,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.69724648148147,3761,38.26108685185185,918,SOLD OUT,SOLD OUT
109,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.70141239583333,3761,38.2569209375,918,SOLD OUT,SOLD OUT
110,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.70558114583332,3761,38.2527521875,918,SOLD OUT,SOLD OUT
111,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.7097466087963,3761,38.248586724537034,918,SOLD OUT,SOLD OUT
112,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.71391413194445,3761,38.24441920138889,918,SOLD OUT,SOLD OUT
113,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.71808061342594,3761,38.24025271990741,918,SOLD OUT,SOLD OUT
114,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.7222472337963,3761,38.23608609953704,918,SOLD OUT,SOLD OUT
115,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.72641253472221,3761,38.231920798611114,918,SOLD OUT,SOLD OUT
116,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.7305785300926,3762,38.22775480324074,917,SOLD OUT,SOLD OUT
117,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.73474660879629,3762,38.223586724537036,917,SOLD OUT,SOLD OUT
118,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.73891203703704,3762,38.2194212962963,917,SOLD OUT,SOLD OUT
119,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.74308059027777,3762,38.21525274305556,917,SOLD OUT,SOLD OUT
120,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.7472453125,3762,38.21108802083333,917,SOLD OUT,SOLD OUT
121,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.75141185185186,3762,38.20692148148148,917,SOLD OUT,SOLD OUT
122,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.7555792824074,3762,38.202754050925925,917,SOLD OUT,SOLD OUT
123,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.7597460300926,3762,38.19858730324074,917,SOLD OUT,SOLD OUT
124,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.76392149305556,3762,38.19441184027778,917,SOLD OUT,SOLD OUT
125,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.76807966435186,3762,38.190253668981484,917,SOLD OUT,SOLD OUT
126,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.77224619212964,3763,38.18608714120371,916,SOLD OUT,SOLD OUT
127,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.77641405092592,3763,38.18191928240741,916,SOLD OUT,SOLD OUT
128,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.78057909722222,3763,38.17775423611111,916,SOLD OUT,SOLD OUT
129,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.78475047453705,3763,38.173582858796294,916,SOLD OUT,SOLD OUT
130,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.78891341435184,3763,38.16941991898148,916,SOLD OUT,SOLD OUT
131,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.79307966435186,3763,38.16525366898148,916,SOLD OUT,SOLD OUT
132,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.7972483912037,3763,38.16108494212963,916,SOLD OUT,SOLD OUT
133,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.8014144097222,3763,38.15691892361111,916,SOLD OUT,SOLD OUT
134,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.8055809375,3763,38.15275239583333,916,SOLD OUT,SOLD OUT
135,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.80975577546297,3763,38.14857755787037,916,SOLD OUT,SOLD OUT
136,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.81391515046298,3764,38.14441818287037,915,SOLD OUT,SOLD OUT
137,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.81808123842592,3764,38.14025209490741,915,SOLD OUT,SOLD OUT
138,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.82224828703704,3764,38.136085046296294,915,SOLD OUT,SOLD OUT
139,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.82641875,3764,38.131914583333334,915,SOLD OUT,SOLD OUT
140,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.83058125,3764,38.127752083333334,915,SOLD OUT,SOLD OUT
141,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.83474782407407,3764,38.12358550925926,915,SOLD OUT,SOLD OUT
142,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.8389146064815,3764,38.119418726851855,915,SOLD OUT,SOLD OUT
143,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.8430860763889,3764,38.11524725694444,915,SOLD OUT,SOLD OUT
144,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.84724866898148,3764,38.11108466435185,915,SOLD OUT,SOLD OUT
145,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.85141469907407,3764,38.10691863425926,915,SOLD OUT,SOLD OUT
146,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.85558554398148,3765,38.10274778935185,914,SOLD OUT,SOLD OUT
147,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.85974936342592,3765,38.09858396990741,914,SOLD OUT,SOLD OUT
148,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.86391506944443,3765,38.09441826388889,914,SOLD OUT,SOLD OUT
149,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.86808274305557,3765,38.090250590277776,914,SOLD OUT,SOLD OUT
150,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.87224916666668,3765,38.086084166666666,914,SOLD OUT,SOLD OUT
151,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.87641721064816,3765,38.081916122685186,914,SOLD OUT,SOLD OUT
152,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.8805835763889,3765,38.07774975694444,914,SOLD OUT,SOLD OUT
153,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.88474967592592,3765,38.073583657407404,914,SOLD OUT,SOLD OUT
154,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.88891597222224,3765,38.069417361111114,914,SOLD OUT,SOLD OUT
155,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.8930849537037,3765,38.06524837962963,914,SOLD OUT,SOLD OUT
156,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.89725109953704,3766,38.0610822337963,913,SOLD OUT,SOLD OUT
157,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.9014287962963,3766,38.056904537037035,913,SOLD OUT,SOLD OUT
158,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.9055850925926,3766,38.05274824074074,913,SOLD OUT,SOLD OUT
159,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.90974883101853,3766,38.04858450231482,913,SOLD OUT,SOLD OUT
160,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.9139227662037,3766,38.04441056712963,913,SOLD OUT,SOLD OUT
161,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.91808282407408,3766,38.04025050925926,913,SOLD OUT,SOLD OUT
162,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.9222501388889,3766,38.036083194444444,913,SOLD OUT,SOLD OUT
163,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.92641983796295,3766,38.03191349537037,913,SOLD OUT,SOLD OUT
164,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.93058693287037,3766,38.027746400462966,913,SOLD OUT,SOLD OUT
165,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.9347542361111,3766,38.023579097222225,913,SOLD OUT,SOLD OUT
166,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.93891740740742,3767,38.01941592592593,912,SOLD OUT,SOLD OUT
167,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.9430847337963,3767,38.01524859953704,912,SOLD OUT,SOLD OUT
168,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.94725133101852,3767,38.011082002314815,912,SOLD OUT,SOLD OUT
169,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.95141975694443,3767,38.00691357638889,912,SOLD OUT,SOLD OUT
170,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.9555961574074,3767,38.00273717592592,912,SOLD OUT,SOLD OUT
171,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,156.95975146990742,3767,37.998581863425926,912,SOLD OUT,SOLD OUT
