counter,GAmin,GAmax,GAavg,GAamount,GAnumListings,VIPmin,VIPmax,VIPavg,VIPamount,VIPnumListings,daysSinceOnSale,hoursSinceOnSale,daysTillFest,hoursTillFest,totalAverage,totalListings
1,180,3999,258.9976984126984,407,126,700,1099,810.1428571428571,27,7,34.96763261574074,839,93.03236738425926,2233,288.00533834586463,133
1,180,3999,258.99769841269847,407,126,700,1099,810.1428571428571,27,7,34.97262866898148,839,93.02737133101851,2233,288.00533834586463,133
2,180,3999,258.99769841269847,407,126,700,1099,810.1428571428571,27,7,34.972813287037035,839,93.02718671296296,2233,288.00533834586463,133
3,180,3999,258.9976984126984,407,126,700,1099,810.1428571428571,27,7,34.97473943287037,839,93.02526056712964,2233,288.00533834586463,133
4,180,3999,258.9976984126984,407,126,700,1099,810.1428571428571,27,7,34.97621854166667,839,93.02378145833333,2233,288.00533834586463,133
5,180,3999,258.9976984126984,407,126,700,1099,810.1428571428571,27,7,34.97625987268518,839,93.02374012731481,2233,288.00533834586463,133
6,180,3999,258.9976984126984,407,126,700,1099,810.1428571428571,27,7,34.97630672453704,839,93.02369327546296,2233,288.00533834586463,133
7,180,3999,258.9976984126984,407,126,700,1099,810.1428571428571,27,7,34.97635432870371,839,93.0236456712963,2233,288.00533834586463,133
8,180,3999,258.9976984126984,407,126,700,1099,810.1428571428571,27,7,34.97639351851852,839,93.02360648148148,2233,288.00533834586463,133
9,180,3999,258.9976984126984,407,126,700,1099,810.1428571428571,27,7,34.97685891203704,839,93.02314108796297,2233,288.00533834586463,133
10,180,3999,258.9976984126984,407,126,700,1099,810.1428571428571,27,7,34.97732258101852,839,93.02267741898149,2233,288.00533834586463,133
11,180,3999,258.9976984126984,407,126,700,1099,810.1428571428571,27,7,34.977788206018516,839,93.02221179398148,2233,288.00533834586463,133
12,180,3999,258.9976984126984,407,126,700,1099,810.1428571428571,27,7,34.97824756944444,839,93.02175243055555,2233,288.00533834586463,133
13,180,3999,258.46648437500005,410,128,700,1099,810.1428571428571,27,7,35.528373969907406,853,92.4716260300926,2219,287.07192592592594,135
14,180,3999,258.46648437500005,410,128,700,1099,810.1428571428571,27,7,35.5295996875,853,92.4704003125,2219,287.07192592592594,135
15,180,3999,258.46648437500005,410,128,700,1099,810.1428571428571,27,7,35.529640011574074,853,92.47035998842593,2219,287.07192592592594,135
16,180,3999,258.466484375,410,128,700,1099,810.1428571428571,27,7,35.52968888888889,853,92.47031111111112,2219,287.07192592592594,135
16,180,3999,258.466484375,410,128,700,1099,810.1428571428571,27,7,35.529719282407406,853,92.47028071759259,2219,287.07192592592594,135
17,180,3999,258.466484375,410,128,700,1099,810.1428571428571,27,7,35.529753344907405,853,92.4702466550926,2219,287.07192592592594,135
17,180,3999,258.466484375,410,128,700,1099,810.1428571428571,27,7,35.52979744212963,853,92.47020255787037,2219,287.07192592592594,135
